material_id,formula_pretty,symmetry.crystal_system,symmetry.number,bulk_modulus.vrh,shear_modulus.vrh,youngs_modulus_vrh
mp-cegyd,AlAs,Tetragonal,123,59.005,20.016,53.94783927402287
mp-cewpy,MnFe3,Tetragonal,123,195.98,93.423,241.84077482927606
mp-bdwu,NbTe4,Tetragonal,124,32.222,20.449,50.63543612688383
mp-bhtp,TaTe4,Tetragonal,124,32.198,20.271,50.26458667693493
mp-ckvdw,NdGa6,Tetragonal,125,60.633,45.953,110.05571265997227
mp-bfnc,PtPb4,Tetragonal,125,12.723,4.893,13.011071269332588
mp-ffcsd,SiO2,Tetragonal,125,89.352,42.035,109.01058682773767
mp-bkrtr,LaGa6,Tetragonal,125,59.389,45.523,108.77593554919756
mp-paw,La3Si2,Tetragonal,127,58.118,26.178,68.28195517922326
mp-qro,Be2Nb3,Tetragonal,127,166.723,74.026,193.4474023319604
mp-qse,Ca3Hg2,Tetragonal,127,30.44,10.343,27.872168635590135
mp-qwf,Nb3Ga2,Tetragonal,127,167.906,99.899,250.0969546020076
mp-beev,V2Ga5,Tetragonal,127,113.09,78.828,191.8974180216122
mp-bept,Nb3B2,Tetragonal,127,241.544,170.502,414.07612244870603
mp-dcl,V3B2,Tetragonal,127,257.602,199.016,474.78064572318794
mp-dcz,Hf3Si2,Tetragonal,127,143.703,95.21,233.96013381618368
mp-bgqc,Hf2In5,Tetragonal,127,73.035,46.706,115.49768215009912
mp-efn,ErB4,Tetragonal,127,180.963,137.339,328.8301821051177
mp-btjq,Th3Ga2,Tetragonal,127,74.25,24.825,67.00719478945773
mp-btke,Zr3Ga2,Tetragonal,127,111.017,66.922,167.1745769489441
mp-btlp,Hg5Pd2,Tetragonal,127,68.584,10.762,30.681198776984402
mp-mc,Th3Ge2,Tetragonal,127,85.628,46.181,117.43183809413823
mp-bgnkp,LuB4,Tetragonal,127,181.742,127.875,310.74433740255915
mp-biocl,AlPt3,Tetragonal,127,218.746,77.711,208.44872552997552
mp-yn,YB4,Tetragonal,127,177.419,139.258,331.1365135819751
mp-kud,LaB4,Tetragonal,127,170.08,155.057,356.7562322391353
mp-lsu,Li2Sn5,Tetragonal,127,41.724,18.289,47.87232853528136
mp-cdoez,Hf3Ge2,Tetragonal,127,133.921,84.987,210.44457368875192
mp-cfxge,ZrCd,Tetragonal,129,79.118,28.439,76.18835416282595
mp-cfxxh,TiAg,Tetragonal,129,102.455,28.597,78.48849189789323
mp-cfyxz,DyTe2,Tetragonal,129,58.827,22.777,60.520145795902806
mp-cfyyd,DySe2,Tetragonal,129,77.099,40.405,103.18903009547226
mp-cfyym,ErTe2,Tetragonal,129,59.579,21.657,57.949447722985724
mp-cfyzl,HfSb2,Tetragonal,129,87.513,34.866,92.33555024965958
mp-cfyzw,HoSe2,Tetragonal,129,77.657,40.426,103.34516083936548
mp-cfzaa,HoTe2,Tetragonal,129,59.177,22.227,59.261429384555306
mp-cfzat,LaS2,Tetragonal,129,79.438,41.711,106.49386934023747
mp-cfzia,PrSe2,Tetragonal,129,69.96,36.5,93.27810698920368
mp-cfzuo,SmTe2,Tetragonal,129,56.908,24.397,64.03954614828749
mp-cfzwu,TbTe2,Tetragonal,129,58.632,23.413,61.98796413609019
mp-cgikb,TbSe2,Tetragonal,129,76.389,40.268,102.74942107743985
mp-qqh,ZrAg,Tetragonal,129,105.282,47.55,123.98439140772048
mp-tma,HfAg,Tetragonal,129,114.117,45.823,121.24111769206594
mp-bzd,LaTe2,Tetragonal,129,52.576,26.802,68.72745660868152
mp-csf,Cu2Sb,Tetragonal,129,79.248,34.066,89.38950484529634
mp-bdmf,PbO,Tetragonal,129,15.634,10.522,25.782051616049046
mp-bebf,FeSe,Tetragonal,129,21.309,13.304,33.03666175499475
mp-befq,Fe2As,Tetragonal,129,136.13,27.967,78.5236157320726
mp-bekm,Cr2As,Tetragonal,129,155.123,75.452,194.7762112861742
mp-beku,CeS,Tetragonal,129,16.621,11.772,28.570807301046486
mp-beou,Mn2Sb,Tetragonal,129,82.893,29.216,78.43328232605842
mp-dby,TiCu,Tetragonal,129,127.744,62.551,161.32206588407365
mp-dcr,SnO,Tetragonal,129,29.755,21.245,51.48226201248756
mp-bfmf,FeTe,Tetragonal,129,18.22,12.678,30.87318364073777
mp-bhxl,CuBr,Tetragonal,129,5.964,5.924,13.351386630836412
mp-bimr,InBi,Tetragonal,129,31.715,13.341,35.10119586859134
mp-fgfrj,VN,Tetragonal,129,299.032,148.726,382.72717449814587
mp-bpbp,Be4B,Tetragonal,129,138.194,144.093,320.7859531534434
mp-btdc,TiCd,Tetragonal,129,81.552,26.541,71.83060538280291
mp-px,UP2,Tetragonal,129,118.372,68.706,172.70410617664962
mp-bctvn,FeS,Tetragonal,129,27.657,17.295,42.93529546406559
mp-bgmsv,NiSe,Tetragonal,129,11.162,9.905,22.93186352008481
mp-bgnel,ThBi2,Tetragonal,129,63.583,26.476,69.74708975486247
mp-bhaik,CuSe,Tetragonal,129,25.895,6.978,19.2086010417774
mp-bikvs,CoSe,Tetragonal,129,10.701,7.382,18.005648676712674
mp-bjkza,Ti2Cu3,Tetragonal,129,130.158,56.753,148.6531733683342
mp-kqq,Sc2Sb,Tetragonal,129,72.039,41.139,103.68081517632241
mp-lbm,Cu2As,Tetragonal,129,110.379,26.428,73.42403733027562
mp-lfc,ThSb2,Tetragonal,129,73.11,31.269,82.10204075036212
mp-lqh,ZrS,Tetragonal,129,116.09,48.599,127.94327899130444
mp-mxw,Ta2Se,Tetragonal,129,42.606,24.229,61.10417808966963
mp-cdkly,LuTe2,Tetragonal,129,60.626,19.562,52.98695546068309
mp-cdnhc,PrTe2,Tetragonal,129,54.837,25.001,65.10837589704082
mp-otu,ErSe2,Tetragonal,129,78.653,40.498,103.69642565028197
mp-cewaf,TaPd,Tetragonal,129,201.83,71.407,191.62246736209494
mp-brgep,Al2O3,Monoclinic,13,196.991,111.116,280.590733659123
mp-cfiqe,IrN,Tetragonal,131,301.33,153.835,394.39028662585963
mp-cfzob,SiC2,Tetragonal,131,165.345,58.095,156.0129572031834
mp-bzk,PdO,Tetragonal,131,155.722,34.529,96.45765742532814
mp-cnc,CuO,Tetragonal,131,144.365,23.585,67.10089499211702
mp-gdntk,AgO,Tetragonal,131,102.564,11.556,33.41310284167794
mp-lc,PtS,Tetragonal,131,131.19,33.953,93.76956708761868
mp-bnhvs,TiH,Tetragonal,131,127.744,29.293,81.63879747409247
mp-bnrip,ZrH,Tetragonal,131,119.121,24.169,67.91388151190463
mp-cevyk,TcN,Tetragonal,131,278.811,108.369,287.8171546323992
mp-cewfg,ReN,Tetragonal,131,323.875,153.168,396.93132336349885
mp-cewgx,OsN,Tetragonal,131,329.587,170.722,436.754800480904
mp-bby,SeO2,Tetragonal,135,17.612,10.038,25.306220440881763
mp-ceyux,BeC2,Tetragonal,136,81.201,44.943,113.82846716641366
mp-cfskf,Zr2N,Tetragonal,136,174.788,88.758,227.72710771428848
mp-cfyxk,CeO2,Tetragonal,136,128.806,47.443,126.76522554919664
mp-chdho,Ca2Zn,Tetragonal,136,22.911,6.963,18.967496789790744
mp-cizdd,YbBr2,Tetragonal,136,28.836,9.471,25.60926665208014
mp-cjhsr,TiH2,Tetragonal,136,156.801,90.2,227.0609536516929
mp-bwb,MgF2,Tetragonal,136,92.21,51.311,129.84800860520645
mp-tbf,ReO2,Tetragonal,136,295.868,133.476,348.0838861910918
mp-ytf,Y3Al2,Tetragonal,136,59.161,33.73,85.03030007622637
mp-bawt,Ca3Cd2,Tetragonal,136,28.128,15.413,39.0976860627073
mp-bbgt,Nb2Al,Tetragonal,136,159.974,82.863,211.98740204163224
mp-cub,ZnF2,Tetragonal,136,94.832,35.487,94.65418055334189
mp-berd,PbO2,Tetragonal,136,114.693,46.309,122.44706095730402
mp-bfbm,TaO2,Tetragonal,136,255.403,113.66,296.9327761519044
mp-dib,TeO2,Tetragonal,136,146.533,49.766,134.1151318586331
mp-bhwy,CaCl2,Tetragonal,136,31.987,12.661,33.5556946382869
mp-bjby,MgH2,Tetragonal,136,49.554,36.195,87.32405735244
mp-dtl,NbO2,Tetragonal,136,234.511,94.33,249.53256846100146
mp-dyf,TiO2,Tetragonal,136,208.538,107.377,274.9415251128595
mp-eat,IrO2,Tetragonal,136,269.435,106.561,282.4472297746336
mp-bsbb,MgC2,Tetragonal,136,77.515,30.575,81.06639603602919
mp-sc,GeO2,Tetragonal,136,202.915,130.151,321.6776264657002
mp-bfuvg,KrF2,Tetragonal,136,5.35,2.596,6.703711251743002
mp-bgloa,TbCl3,Tetragonal,136,12.883,8.631,21.166213134517765
mp-bgmxy,CaBr2,Tetragonal,136,25.73,10.446,27.602585923593043
mp-bkfjs,Ga3Fe,Tetragonal,136,102.587,66.476,164.00345424957982
mp-bkkoo,Ta2Al,Tetragonal,136,161.55,54.621,147.26585139938916
mp-khf,SiO2,Tetragonal,136,272.328,201.767,485.41913792869894
mp-bbx,RhO2,Tetragonal,136,234.909,100.944,264.88962227013263
mp-lgh,BeO,Tetragonal,136,195.52,131.584,322.42242937349613
mp-bsdur,ZrO2,Tetragonal,136,194.576,92.442,239.41161442832424
mp-bsesq,HfO2,Tetragonal,136,211.548,106.112,272.7349253789372
mp-bft,RuO2,Tetragonal,136,252.231,96.302,256.28889718931526
mp-mgo,Ti2N,Tetragonal,136,203.884,120.619,302.25225055204976
mp-mnm,Hf3Al2,Tetragonal,136,116.6,68.275,171.3754350296
mp-bgy,SnO2,Tetragonal,136,171.933,87.385,224.17585155607577
mp-bxbzp,ScBr2,Tetragonal,136,37.721,20.383,51.815885814625666
mp-bxcaz,RhI2,Tetragonal,136,55.598,13.605,37.73688939517404
mp-bxckt,PaO2,Tetragonal,136,141.582,50.388,135.13304529669523
mp-bxclg,PbBr2,Tetragonal,136,24.977,7.332,20.035523576820687
mp-bxclj,PbCl2,Tetragonal,136,29.472,8.309,22.785687588524166
mp-bxfbl,HoCl2,Tetragonal,136,45.439,20.537,53.54423022045979
mp-bxgju,YBr2,Tetragonal,136,35.495,15.633,40.8951998476883
mp-bxgqu,YbCl2,Tetragonal,136,36.225,14.586,38.57992917467812
mp-bxgze,YbF2,Tetragonal,136,81.712,26.713,72.26421250032186
mp-bxiyd,RhCl2,Tetragonal,136,76.882,24.906,67.43601234973704
mp-cdrzy,SnI2,Tetragonal,136,20.719,6.9190000000000005,18.677874355782034
mp-cdxtm,WN2,Tetragonal,136,265.886,131.508,338.6856867255151
mp-bmi,OsO2,Tetragonal,136,281.2,103.408,276.34926674325874
mp-cfyzp,HfO2,Tetragonal,137,185.839,49.71,136.92162932478297
mp-dbr,Zn3P2,Tetragonal,137,64.514,34.222,87.24022660297501
mp-biia,HgI2,Tetragonal,137,3.392,2.493,6.0072858157707785
mp-dva,ZrO2,Tetragonal,137,167.345,50.773,138.32916521649472
mp-bghel,ZnCl2,Tetragonal,137,6.478,5.067,12.05731333414963
mp-cfiqi,InPd3,Tetragonal,139,143.481,47.548,128.45453427365788
mp-cfixr,FeNi3,Tetragonal,139,193.048,95.457,245.84909661266437
mp-cfjah,CrNi3,Tetragonal,139,196.281,105.884,269.2383578527968
mp-cfkaz,YbAg2,Tetragonal,139,51.549,17.035,46.03414996912897
mp-cfkdm,TiS2,Tetragonal,139,60.041,32.196,81.94141986350725
mp-cfkki,NbS2,Tetragonal,139,32.808,25.033,59.87140442421247
mp-cfloz,CaN2,Tetragonal,139,82.688,39.226,101.61048206342024
mp-cflvu,Al2Ru,Tetragonal,139,168.314,122.506,295.76199773686426
mp-oys,Ca2As,Tetragonal,139,37.761,29.961,71.08301840914802
mp-cfodb,CeSe2,Tetragonal,139,53.95,48.227,111.46684239588339
mp-cfsiv,Ti2Zn,Tetragonal,139,112.106,50.566,131.87096898295096
mp-cfsix,Hf2Zn,Tetragonal,139,109.609,58.908,149.87458637471468
mp-cfxfb,Cr3Fe,Tetragonal,139,284.19,37.134,106.75236161689732
mp-cfybu,ZrPd2,Tetragonal,139,145.885,40.853,112.09542817465957
mp-cfybw,Zr2Cd,Tetragonal,139,78.996,32.238,85.13314996322791
mp-cfycq,Ti2Rh,Tetragonal,139,162.15,84.389,215.74049276591123
mp-cfycu,ScAg2,Tetragonal,139,88.836,36.624,96.59741292902103
mp-cfydo,ScAu2,Tetragonal,139,117.569,46.472,123.18533568148627
mp-cfydp,ScCu2,Tetragonal,139,101.63,42.846,112.70029798467803
mp-cfydu,Hf2Hg,Tetragonal,139,111.5,44.974,118.93149201262801
mp-cfyeg,AlTc2,Tetragonal,139,224.534,119.613,304.7278078175527
mp-cfyet,AlAu2,Tetragonal,139,127.617,25.387,71.42479389718743
mp-pcj,Ge2Mo,Tetragonal,139,171.888,138.022,326.63837044697306
mp-cgexs,Cu3O2,Tetragonal,139,112.469,36.808,99.56263262562965
mp-chcwi,MgAl3,Tetragonal,139,65.112,27.355,71.98426896461913
mp-chdkv,Mg3Cd,Tetragonal,139,38.235,12.876,34.729503139182164
mp-pqi,SrN2,Tetragonal,139,68.626,34.11,87.78562153107654
mp-qdp,AlRe2,Tetragonal,139,244.694,139.655,351.9991314663337
mp-bqn,BaO2,Tetragonal,139,65.16,35.973,91.14596103744604
mp-qqu,MnAu2,Tetragonal,139,121.429,28.325,78.8444770536815
mp-qsp,Cd2Hg,Tetragonal,139,37.856,13.28,35.66906155398587
mp-brr,NbPd3,Tetragonal,139,197.625,82.517,217.3060964965531
mp-qvz,HfGa3,Tetragonal,139,100.608,71.102,172.63711874205603
mp-qxc,TaGa3,Tetragonal,139,125.826,77.813,193.54234290157288
mp-qyo,Hf2Pd,Tetragonal,139,136.094,56.325,148.4899085678864
mp-qyy,MgHg2,Tetragonal,139,40.223,14.936,39.87269313078427
mp-rav,NbNi3,Tetragonal,139,197.229,90.468,235.4101612507422
mp-rcx,ScZn12,Tetragonal,139,81.144,49.667,123.75208182900658
mp-bsn,TaNi2,Tetragonal,139,213.178,85.348,225.89724051086935
mp-rxp,RbO2,Tetragonal,139,20.844,7.798,20.80013661310963
mp-sqv,ReSi2,Tetragonal,139,222.923,120.031,305.2979659191177
mp-suf,Mg2Rh,Tetragonal,139,63.8,43.121,105.57723274248362
mp-swc,MgPd3,Tetragonal,139,129.074,40.626,110.30516191731643
mp-swv,BeAu2,Tetragonal,139,137.288,27.364,76.97765053229759
mp-swy,SmC2,Tetragonal,139,106.514,37.163,99.87361555907542
mp-swz,GdC2,Tetragonal,139,82.475,40.245,103.84418735008865
mp-tan,Mn3N2,Tetragonal,139,203.771,71.803,192.76714645389657
mp-bxz,SiPt2,Tetragonal,139,206.108,65.451,177.55807447186572
mp-tlz,Hf2Ag,Tetragonal,139,111.1,49.936,130.28788109676546
mp-tmi,Ti2Pd,Tetragonal,139,141.684,64.242,167.42198300408342
mp-txk,BePd2,Tetragonal,139,166.194,67.77,178.98181064073225
mp-tze,Tb2Mg,Tetragonal,139,39.124,15.539,41.16687500658336
mp-cbc,Zn3Ru,Tetragonal,139,135.455,55.505,146.5041418039708
mp-ccm,NbF4,Tetragonal,139,33.398,27.791,65.26916718365433
mp-cct,HoC2,Tetragonal,139,117.335,42.118,112.8511651692492
mp-cdl,CsO2,Tetragonal,139,18.38,4.644,12.849767161782417
mp-xcy,Sr2Sb,Tetragonal,139,27.607,19.874,48.08368140610546
mp-xft,Sr2As,Tetragonal,139,31.995,22.573,54.825555550869616
mp-cit,ErC2,Tetragonal,139,120.452,44.098,117.90543603960003
mp-cje,Be12Cr,Tetragonal,139,179.312,70.648,187.34029745113244
mp-cki,Si2W,Tetragonal,139,219.443,189.139,440.7801429587902
mp-yll,Al3Os2,Tetragonal,139,202.423,117.084,294.47582986195954
mp-cnj,AlCr2,Tetragonal,139,183.355,102.319,258.8142906708319
mp-gp,VNi3,Tetragonal,139,217.129,101.539,263.53659427221265
mp-csh,SrGa4,Tetragonal,139,48.048,23.313,60.20224425374873
mp-cso,NdAl4,Tetragonal,139,70.958,21.595,58.81818956877028
mp-csw,NbAl3,Tetragonal,139,126.155,103.51,243.83990134343065
mp-ctu,KO2,Tetragonal,139,24.246,9.593,25.425743668848913
mp-cut,SmAl4,Tetragonal,139,72.01,18.401,50.86999624623023
mp-cvf,BaAl4,Tetragonal,139,50.737,29.625,74.39534869332806
mp-hl,Zr2Cu,Tetragonal,139,105.707,46.073,120.68521919139634
mp-cxx,NbGa3,Tetragonal,139,122.973,86.662,210.53067431258108
mp-cyt,PrC2,Tetragonal,139,97.481,36.052,96.28598641684043
mp-bffx,LaAl4,Tetragonal,139,70.525,25.994,69.44947215335333
mp-ddn,TbC2,Tetragonal,139,114.409,39.897,107.2268582939205
mp-ddo,HoAg2,Tetragonal,139,76.004,33.252,87.0596985118501
mp-ddr,Nb3Au2,Tetragonal,139,174.046,59.048,159.14632126720193
mp-bfub,RbIn4,Tetragonal,139,22.069,12.4,31.33182032134543
mp-dhl,Zr2Ag,Tetragonal,139,97.936,39.298,103.98551918008084
mp-bhhs,YMn12,Tetragonal,139,138.221,87.231,216.20980617221963
mp-bhop,BaIn4,Tetragonal,139,33.333,16.521,42.535619953656024
mp-bhvf,HgI,Tetragonal,139,10.38,4.529,11.861817825002104
mp-bhwr,HgCl,Tetragonal,139,11.79,5.628,14.566249085321234
mp-dkj,NdC2,Tetragonal,139,101.733,37.086,99.20338414479161
mp-bihl,HgBr,Tetragonal,139,11.597,5.809,14.933565443349755
mp-biic,LaI2,Tetragonal,139,10.546,8.796,20.647562546371862
mp-dmi,Zr2Au,Tetragonal,139,119.202,46.202,122.7472888996751
mp-dnb,LaC2,Tetragonal,139,92.301,38.059,100.3802167594821
mp-bjyc,ZrH2,Tetragonal,139,131.134,31.121,86.51873025960903
mp-bjyh,ThH2,Tetragonal,139,88.564,12.304,35.2782885509144
mp-dqw,ErAu2,Tetragonal,139,103.81,43.716,115.00459427953574
mp-bkpa,TiH2,Tetragonal,139,140.725,17.855,51.39150484057905
mp-drq,UC2,Tetragonal,139,173.368,76.295,199.60463387765574
mp-dug,Al3V,Tetragonal,139,122.019,98.236,232.35311830245126
mp-dvs,Si2Mo,Tetragonal,139,205.746,180.217,418.46918250935795
mp-dwo,HfAl3,Tetragonal,139,106.503,83.451,198.50614621054197
mp-dws,DyAg2,Tetragonal,139,74.554,32.809,85.83574624031567
mp-dxr,Ti3Cu4,Tetragonal,139,132.608,57.91,151.65417440875595
mp-kg,Zr2Pd,Tetragonal,139,123.894,49.979,132.16513747773686
mp-dzt,SrO2,Tetragonal,139,71.147,44.189,109.82895255599115
mp-eab,VPt3,Tetragonal,139,247.745,108.174,283.29053212968154
mp-eac,SnF4,Tetragonal,139,36.861,31.729,73.96469743240203
mp-ebb,TiGa3,Tetragonal,139,97.756,73.321,175.9684799162004
mp-boye,Mg2Ga5,Tetragonal,139,51.099,24.366,63.07280697725468
mp-ecm,Ba2As,Tetragonal,139,24.595,14.75,36.877915513638676
mp-bpap,HfH2,Tetragonal,139,146.977,37.678,104.13551490674014
mp-ect,SrAl4,Tetragonal,139,54.006,19.453,52.103137482021914
mp-eff,CeC2,Tetragonal,139,95.24,34.764,92.97908862844949
mp-bquh,Hf3Te2,Tetragonal,139,37.225,23.847,58.95235589055652
mp-bswx,ErAg2,Tetragonal,139,77.336,34.07,89.12250422808351
mp-bsxq,TbAg2,Tetragonal,139,72.426,29.94,78.94210761352329
mp-bsyp,Hf2Au,Tetragonal,139,133.005,58.098,152.14163764758388
mp-bszp,Mn2Au,Tetragonal,139,107.796,40.081,106.983383133087
mp-btcq,CdHg2,Tetragonal,139,30.017,10.68,28.642960359770086
mp-btdd,Ti2Cd,Tetragonal,139,89.283,29.006,78.51538388101936
mp-btgf,Hf2Cu,Tetragonal,139,123.959,54.412,142.4003762048751
mp-btgx,Ti2Cu3,Tetragonal,139,139.182,34.657,96.00262529439212
mp-btkf,ZrGa3,Tetragonal,139,97.364,72.855,174.9324915124662
mp-btqa,TaPd3,Tetragonal,139,210.488,86.887,229.13316429433527
mp-btqq,TiPt8,Tetragonal,139,240.535,86.388,231.45502277866268
mp-btrv,V4Zn5,Tetragonal,139,125.541,38.221,104.09870469140205
mp-btry,YZn12,Tetragonal,139,79.823,54.123,132.43665379506254
mp-bubq,MnPd3,Tetragonal,139,146.973,53.987,144.29342573943333
mp-bude,DyAl3,Tetragonal,139,72.759,52.022,126.02939071916657
mp-mb,YC2,Tetragonal,139,113.31,41.291,110.45600554533983
mp-bukx,Zr2Sb,Tetragonal,139,106.569,29.962,82.18396083724895
mp-ml,LaF3,Tetragonal,139,127.629,35.883,98.42491740812382
mp-bwva,Hf4N3,Tetragonal,139,225.032,97.549,255.6993433103172
mp-mx,BaGa4,Tetragonal,139,47.617,29.226,72.78654310570268
mp-nd,PbF4,Tetragonal,139,31.019,23.519,56.32225114088663
mp-pf,ZrAl3,Tetragonal,139,102.705,84.766,199.43196100091376
mp-rm,NaGa4,Tetragonal,139,39.224,22.906,57.52098120616312
mp-bevoa,DyC2,Tetragonal,139,117.411,41.047,110.28865910547194
mp-bewrb,Ge2W,Tetragonal,139,170.049,131.74,314.10559388178916
mp-bexdj,TiAl3,Tetragonal,139,106.208,86.395,203.8979935262296
mp-vj,Fe8N,Tetragonal,139,185.005,89.567,231.36402430567404
mp-vo,TmAu2,Tetragonal,139,105.164,45.148,118.48796153504881
mp-bgiac,TaBe12,Tetragonal,139,136.248,146.834,324.0814961859541
mp-bgiiv,Ti2Bi,Tetragonal,139,75.979,24.038,65.23444317094949
mp-bgjhu,HfAl3,Tetragonal,139,106.136,83.347,198.16817395676466
mp-bgjlz,Be12W,Tetragonal,139,144.936,154.988,342.779650780948
mp-bgjpg,Be12Nb,Tetragonal,139,134.036,144.017,318.1161153728542
mp-bgjzb,Nb4N3,Tetragonal,139,282.104,142.488,365.8656075728155
mp-bgknf,Ca2Bi,Tetragonal,139,31.265,22.911,55.23976260860624
mp-bgllz,TbAu2,Tetragonal,139,96.855,38.817,102.72748606481228
mp-bglmr,Bi2Pd,Tetragonal,139,52.094,15.119,41.35613370983833
mp-bglxz,TaNi3,Tetragonal,139,221.34,97.022,253.95923657301438
mp-bgmbi,ZrIn3,Tetragonal,139,75.835,48.163,119.24477975318135
mp-bgmss,TlPd3,Tetragonal,139,133.935,41.898,113.82496325244588
mp-bgnik,Be12V,Tetragonal,139,129.504,147.448,320.65070551533694
mp-bmywz,K3B17,Tetragonal,139,97.13,68.913,167.19726788286525
mp-bbe,HgF,Tetragonal,139,31.037,11.783,31.378160228421073
mp-kqm,Al2Os,Tetragonal,139,190.012,142.279,341.579857411398
mp-bco,Ti2Cu,Tetragonal,139,130.928,54.059,142.55685054482223
mp-bdf,La2Sb,Tetragonal,139,49.613,28.914,72.63220613998077
mp-lzh,Ba2Cd,Tetragonal,139,14.827,9.934,24.36134819443168
mp-lzi,Ba2Hg,Tetragonal,139,16.104,9.961,24.77489568067544
mp-bxaqn,ThH3,Tetragonal,139,101.664,30.932,84.25131170145627
mp-bxbcx,PaO3,Tetragonal,139,252.209,54.533,152.60049875856797
mp-bxcde,LiCu3,Tetragonal,139,92.453,43.619,113.07431245443611
mp-bxcfk,LiAg3,Tetragonal,139,66.506,24.289,64.95899639421465
mp-bxcio,Pt3W,Tetragonal,139,283.476,112.353,297.7254549601623
mp-bxcmn,PmF3,Tetragonal,139,136.242,46.704,125.74362099993412
mp-bxdrp,Ir3Rh,Tetragonal,139,324.498,203.512,504.9703508597238
mp-bxffi,Na3Sn,Tetragonal,139,17.492,5.7219999999999995,15.478246950067012
mp-bxffy,Na3In,Tetragonal,139,13.554,5.917,15.496063934391033
mp-bxfws,TmF3,Tetragonal,139,152.068,39.096,108.02999142337976
mp-bxgck,Zn3Rh,Tetragonal,139,128.64,48.806,129.97988286874948
mp-bxgcx,Zn3Pt,Tetragonal,139,137.109,52.461,139.58075077621672
mp-bxgcz,Zn3Pd,Tetragonal,139,111.133,44.23,117.14861228878078
mp-bxgde,Zn3Ir,Tetragonal,139,146.356,52.945,141.74293317452992
mp-bxgfp,ZnPd3,Tetragonal,139,151.261,36.377,101.0318927962298
mp-bxgks,AcTe3,Tetragonal,139,47.939,20.884,54.70775941858276
mp-bxgkw,Be3Ru,Tetragonal,139,180.438,123.56,301.7929314727302
mp-bxgwe,PaBi3,Tetragonal,139,64.281,26.866,70.74248262019307
mp-bxgxw,Ti3Tl,Tetragonal,139,108.872,59.015,149.9509368282114
mp-bxgzj,LiMg2,Tetragonal,139,30.17,19.141,47.39907278547391
mp-bxhbd,CdPd3,Tetragonal,139,135.78,42.281,114.91506762362077
mp-bxjse,Al3Cr,Tetragonal,139,106.001,84.189,199.6983125
mp-bhl,TaAl3,Tetragonal,139,132.414,103.376,246.08756971583125
mp-bhp,VPd3,Tetragonal,139,190.816,75.46,200.0141659618341
mp-nft,CrSi2,Tetragonal,139,189.969,171.077,394.73718665585227
mp-cdhod,ZnRh3,Tetragonal,139,209.272,91.273,239.06352246244896
mp-cdhzh,Ti3Ga,Tetragonal,139,116.433,64.387,163.09699660853886
mp-cdiaa,Zr3Zn,Tetragonal,139,94.083,40.008,105.12309732915034
mp-cdiek,TcAs3,Tetragonal,139,130.278,40.429,109.91687985753475
mp-cdije,TcPt3,Tetragonal,139,261.344,134.934,345.3639434581911
mp-cdikf,U3Pa,Tetragonal,139,96.534,34.507,92.49940187406087
mp-cdjcm,Cu3Si,Tetragonal,139,136.43,53.369,141.63821308998638
mp-cdjeg,SeBr3,Tetragonal,139,15.512,9.245,23.13827217152794
mp-cdjfo,La3Dy,Tetragonal,139,29.518,15.277,39.0877327002533
mp-cdjfs,La3Er,Tetragonal,139,29.595,16.724,42.21934640646769
mp-cdjjy,ScRu3,Tetragonal,139,203.422,59.908,163.65816427375577
mp-cdjmq,ScCu3,Tetragonal,139,103.118,39.197,104.3670688478874
mp-cdjpu,NaAg3,Tetragonal,139,52.516,21.232,56.1314319722564
mp-cdjqb,Mn3Zn,Tetragonal,139,199.466,65.253,176.51113926144913
mp-cdjss,KLa3,Tetragonal,139,19.467,6.112,16.5988364515679
mp-cdkro,Ni3I,Tetragonal,139,140.931,23.914,67.90136578562684
mp-cdlig,SBr3,Tetragonal,139,16.635,8.547,21.891707811537675
mp-cdlii,S3Br,Tetragonal,139,23.338,10.805,28.081315161038862
mp-cdllo,Re3W,Tetragonal,139,342.858,146.125,383.84396960412835
mp-cdltg,Pt3Rh,Tetragonal,139,249.556,79.874,216.5217013693934
mp-cdmqo,RbSr3,Tetragonal,139,8.532,4.504,11.490137940199334
mp-cdmrt,RbPr3,Tetragonal,139,20.132,7.573,20.18768444437906
mp-cdmxo,RbCa3,Tetragonal,139,11.18,5.022,13.103927182200096
mp-cdnmo,Li3Be,Tetragonal,139,26.474,14.376,36.51796430627518
mp-cdnpk,Li3Al,Tetragonal,139,26.875,18.203,44.55063974784474
mp-cdnpy,Li3Cu,Tetragonal,139,31.489,12.521,33.166933871088354
mp-cdnqu,Li3Cd,Tetragonal,139,22.645,8.36,22.33186709482928
mp-cdnqw,LiAl3,Tetragonal,139,62.466,39.623,98.12225680443659
mp-cdnqz,LiAu3,Tetragonal,139,102.226,31.714,86.22531938107284
mp-cdnwh,Li3Hg,Tetragonal,139,25.641,15.939,39.60960447761194
mp-cdnwp,Li3In,Tetragonal,139,24.671,16.433,40.34193758706853
mp-cdnxj,Li3Ca,Tetragonal,139,14.299,7.417,18.97088577731844
mp-cdnyo,Hf3Tl,Tetragonal,139,104.481,55.501,141.45561339661305
mp-cdoag,NaAl3,Tetragonal,139,48.882,25.378,64.90226110310189
mp-cdoke,Li3Ag,Tetragonal,139,25.865,12.498,32.29270786853584
mp-cdokp,Hf3Bi,Tetragonal,139,102.841,29.873,81.70759328419959
mp-cdozy,Ni3Au,Tetragonal,139,173.428,60.99,163.77192766234168
